,PMID,First Author,Title,N,Disease,Intervention,Total Fibers [g],Fiber Type,Duration [weeks],Arms,Crossover,Country,Region,Data Availability,Metadata Availability,Filter,Notes,DOI
690,40312033,SahranNF_2025,"Effects of Traditional Asian Diet on dietary fibre requirement, gut microbiome composition, and faecal and urine metabolomes in healthy Asian women: a pilot study",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1163/18762891-bja00074
465,36881180,SaitoY_2023,"Defecation status, intestinal microbiota, and habitual diet are associated with the fecal bile acid composition: a cross-sectional study in community-dwelling young participants",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1007/s00394-023-03126-8
563,38631185,SalamatS_2024,"Multi-species synbiotic supplementation increased fecal short chain fatty acids and anti-inflammatory cytokine interleukin-10 in adult men with dyslipidemia; A randomized, double-blind, clinical trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.cyto.2024.156608
568,38684660,SalamatS_2025,"Effects of multi-species synbiotic supplementation on circulating miR-27a, miR-33a levels and lipid parameters in adult men with dyslipidaemia; a randomised, double-blind, placebo-controlled clinical trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1017/S0007114524000886
580,38868374,SalavatiSchmitzS_2024,"Microbiota of healthy dogs demonstrate a significant decrease in richness and changes in specific bacterial groups in response to supplementation with resistant starch, but not psyllium or methylcellulose, in a randomized cross-over trial",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1099/acmi.0.000774.v4
32,24969566,SalazarN_2015,Inulin-type fructans modulate intestinal Bifidobacterium species populations and decrease fecal short-chain fatty acids in obese women,15.0,Overweight,Inulin,16.0,,3.0,2.0,NO,,,NO,,N,Data Not Available,https://doi.org/10.1016/j.clnu.2014.06.001
30,24763370,SalonenA_2014,Impact of diet and individual variation on intestinal microbiota composition and fermentation products in obese men,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1038/ismej.2014.63
236,32340138,Sánchez-TapiaM_2020,Consumption of Cooked Black Beans Stimulates a Cluster of Some Clostridia Class Bacteria Decreasing Inflammatory Response and Improving Insulin Sensitivity,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/nu12041182
136,30046942,SandbergJ_2019,Abundance of gut Prevotella at baseline and metabolic response to barley prebiotics,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1007/s00394-018-1788-9
426,36067589,SappPA_2022,Peanuts as a nighttime snack enrich butyrate-producing bacteria compared to an isocaloric lower-fat higher-carbohydrate snack in adults with elevated fasting glucose: A randomized crossover trial,50.0,Overweight,Peanuts,28.0,,6.0,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.clnu.2022.08.004
110,29118761,SaresellaM_2017,Immunological and Clinical Effect of Diet Modulation of the Gut Microbiome in Multiple Sclerosis Patients: A Pilot Study,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.3389/fimmu.2017.01391
248,32599833,SasakiH_2020,"Combinatorial Effects of Soluble, Insoluble, and Organic Extracts from Jerusalem Artichokes on Gut Microbiota in Mice",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/microorganisms8060954
83,28208609,SawickiCM_2017,Dietary Fiber and the Human Gut Microbiota: Application of Evidence Mapping Methodology,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu9020125
326,34335609,SchäferAL_2021,Low Dietary Fiber Intake Links Development of Obesity and Lupus Pathogenesis,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fimmu.2021.696810
411,35679822,SchmidtTM_2022,Stitching together a healthy gut microbiome with fiber,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.chom.2022.05.007
508,37658064,SchoelerM_2023,The interplay between dietary fatty acids and gut microbiota influences host metabolism and hepatic steatosis,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/s41467-023-41074-3
115,29276171,SchroederBO_2018,Bifidobacteria or Fiber Protects against Diet-Induced Microbiota-Mediated Colonic Mucus Deterioration,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.chom.2017.11.004
156,30541093,SchutteS_2018,"A 12-wk whole-grain wheat intervention protects against hepatic fat: the Graandioos study, a randomized trial in overweight subjects",25,Overweight,Whole grain,,,12.0,,,,,,,N,Data Not Available,https://doi.org/10.1093/ajcn/nqy204
258,32728880,Selma-RoyoM_2021,Maternal diet during pregnancy and intestinal markers are associated with early gut microbiota,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1007/s00394-020-02337-7
24,24089227,ShaoF_2013,Effect of microbiological and immunological enteral nutrition on intestinal function and immune status in the patients with long-term use of antibiotics,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/
164,30631318,ShaoL_2018,Disorganized Gut Microbiome Contributed to Liver Cirrhosis Progression: A Meta-Omics-Based Study,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fmicb.2018.03166
636,39455990,SharmaDK_2024,"The effect of prebiotic fibre on the gut microbiome and surgical outcomes in patients with prosthetic joint infection (PENGUIN) - study protocol for a randomised, double-blind, placebo-controlled trial (ACTRN12623001273673)",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1186/s12937-024-01034-z
71,27461523,SheflinAM_2017,Dietary supplementation with rice bran or navy bean alters gut bacterial metabolism in colorectal cancer survivors,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1002/mnfr.201500905
497,37403052,ShigetaM_2023,Matcha green tea beverage moderates fatigue and supports resistance training-induced adaptation,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1186/s12937-023-00859-4
225,32127019,ShiH_2020,Supplement of microbiota-accessible carbohydrates prevents neuroinflammation and cognitive decline by improving the gut microbiota-brain axis in diet-induced obese mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1186/s12974-020-01760-1
319,34226572,ShimadaY_2021,Rhamnan sulphate from green algae Monostroma nitidum improves constipation with gut microbiome alteration in double-blind placebo-controlled trial,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1038/s41598-021-92459-7
127,29757949,ShimizuT_2018,Effects of Dietary Intake of Japanese Mushrooms on Visceral Fat Accumulation and Gut Microbiota in Mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/nu10050610
229,32154946,ShinC_2020,Plasma Short-Chain Fatty Acids in Patients With Parkinson's Disease,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1002/mds.28016
260,32784883,ShindeT_2020,Modulating the Microbiome and Immune Responses Using Whole Plant Fibre in Synbiotic Combination with Fibre-Digesting Probiotic Attenuates Chronic Colonic Inflammation in Spontaneous Colitic Mice Model of IBD,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/nu12082380
376,35267303,Silva-AdameMB_2022,Agavins Impact on Gastrointestinal Tolerability-Related Symptoms during a Five-Week Dose-Escalation Intervention in Lean and Obese Mexican Adults: Exploratory Randomized Clinical Trial,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.3390/foods11050670
15,23343669,SimõesCD_2013,Habitual dietary intake is associated with stool microbiota composition in monozygotic twins,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3945/jn.112.166322
430,36138151,SimpsonRC_2022,Diet-driven microbial ecology underpins associations between cancer immunotherapy outcomes and the gut microbiome,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/s41591-022-01965-2
424,36060782,SindiAS_2022,Effect of a reduced fat and sugar maternal dietary intervention during lactation on the infant gut microbiome,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fmicb.2022.900702
385,35317277,SitkinS_2022,"Gastrointestinal microbiome and Helicobacter pylori: Eradicate, leave it as it is, or take a personalized benefit-risk approach?",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3748/wjg.v28.i7.766
31,24933989,SitkinSI_2013,[Serum metabolome by gas chromatography-mass spectrometry (GC-MS) in patients with ulcerative colitis and celiac disease],,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/
137,30048547,SloanTJ_2018,A low FODMAP diet is associated with changes in the microbiota and reduction in breath hydrogen but not colonic volume in healthy subjects,19.0,NO,Inulin + Low FODMAP Diet,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1371/journal.pone.0201410
391,35392294,SmithAD_2022,Resistant Potato Starch Alters the Cecal Microbiome and Gene Expression in Mice Fed a Western Diet Based on NHANES Data,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3389/fnut.2022.782667
553,38439638,SmithAD_2024,A type 4 resistant potato starch alters the cecal microbiome and gene expression in mice fed a western diet based on NHANES data,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1039/d3fo04512a
283,33499961,SnellingTJ_2019,"Temporal stability of the rumen microbiota in beef cattle, and response to diet and supplements",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1186/s42523-019-0018-y
403,35599627,SnelsonM_2022,Microbial influencers: treating diabetes through the gut,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1111/imcb.12558
556,38481512,SohnMB_2023,Targeting Gut Microbiome With Prebiotic in Patients With CKD: The TarGut-CKD Study,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1016/j.ekir.2023.12.017
496,37367492,SongH_2023,Red Ginseng Dietary Fiber Shows Prebiotic Potential by Modulating Gut Microbiota in Dogs,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1128/spectrum.00949-23
557,38485724,SongI_2024,Prebiotic inulin ameliorates SARS-CoV-2 infection in hamsters by modulating the gut microbiome,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1038/s41538-024-00248-z
181,31026583,SongX_2019,Inulin Can Alleviate Metabolism Disorders in ob/ob Mice by Partially Restoring Leptin-related Pathways Mediated by Gut Microbiota,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.gpb.2019.03.001
268,32992898,SonJ_2020,The Effect of Athletes' Probiotic Intake May Depend on Protein and Dietary Fiber Intake,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu12102947
316,34199007,SorensenK_2021,The Use of an Amino Acid Formula Containing Synbiotics in Infants with Cow's Milk Protein Allergy-Effect on Clinical Outcomes,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu13072205
345,34643089,SoSY_2021,Yeast β-glucan reduces obesity-associated Bilophila abundance and modulates bile acid metabolism in healthy and high-fat diet mouse models,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1152/ajpgi.00226.2021
380,35287713,SowahSA_2022,Calorie restriction improves metabolic state independently of gut microbiome composition: a randomized dietary intervention trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1186/s13073-022-01030-0
357,34941392,SpencerCN_2021,Dietary fiber and probiotics influence the gut microbiome and melanoma immunotherapy response,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1126/science.aaz7015
157,30555830,SperanzaE_2018,Fecal Short Chain Fatty Acids and Dietary Intake in Italian Women With Restrictive Anorexia Nervosa: A Pilot Study,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fnut.2018.00119
76,27810310,StenmanLK_2016,"Probiotic With or Without Fiber Controls Body Fat Mass, Associated With Serum Zonulin, in Overweight and Obese Adults-Randomized Controlled Trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.ebiom.2016.10.036
448,36572703,StøK_2022,"Fecal level of butyric acid, a microbiome-derived metabolite, is increased in patients with severe carotid atherosclerosis",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/s41598-022-26759-x
638,39471704,StougaardEB_2024,"Effects of probiotics and fibers on markers of nephropathy, inflammation, intestinal barrier dysfunction and endothelial dysfunction in individuals with type 1 diabetes and albuminuria. The ProFOS Study",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.jdiacomp.2024.108892
483,37108484,StraussJC_2023,Weighted Gene Co-Expression Network Analysis Identifies a Functional Guild and Metabolite Cluster Mediating the Relationship between Mucosal Inflammation and Adherence to the Mediterranean Diet in Ulcerative Colitis,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/ijms24087323
134,30018370,StullVJ_2018,"Impact of Edible Cricket Consumption on Gut Microbiota in Healthy Adults, a Double-blind, Randomized Crossover Trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/s41598-018-29032-2
601,39065137,SuginoKY_2024,Distinct Plasma Metabolomic and Gut Microbiome Profiles after Gestational Diabetes Mellitus Diet Treatment: Implications for Personalized Dietary Interventions,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/microorganisms12071369
478,37042787,SunC_2023,Fermented Bamboo Fiber Improves Productive Performance by Regulating Gut Microbiota and Inhibiting Chronic Inflammation of Sows and Piglets during Late Gestation and Lactation,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1128/spectrum.04084-22
396,35525865,SunH_2022,A randomized controlled trial of the effects of whole grains versus refined grains diets on the microbiome in pregnancy,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1038/s41598-022-11571-4
453,36683149,SunZ_2023,The Gut Microbiome Dynamically Associates with Host Glucose Metabolism throughout Pregnancy: Longitudinal Findings from a Matched Case-Control Study of Gestational Diabetes Mellitus,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1002/advs.202205289
536,38151533,TagliamonteS_2024,Relationships between diet and gut microbiome in an Italian and Dutch cohort: does the dietary protein to fiber ratio play a role?,,,,,,,,,,,PRJNA832737,NO,N,Metadata not clear,https://doi.org/10.1007/s00394-023-03308-4
368,35107113,TaladridD_2022,Hypertension- and glycaemia-lowering effects of a grape-pomace-derived seasoning in high-cardiovascular risk and healthy subjects. Interplay with the gut microbiome,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1039/d1fo03942c
123,29624599,TandonD_2018,A snapshot of gut microbiota of an adult urban population from Western region of India,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1371/journal.pone.0195643
282,33440171,TanesC_2021,Role of dietary fiber in the recovery of the human gut microbiome and its metabolome,30.0,NO,Vegan,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1016/j.chom.2020.12.012
522,37942526,TanJ_2023,Functional profiling of gut microbial and immune responses toward different types of dietary fiber: a step toward personalized dietary interventions,28.0,NO,Inulin vs Vitafiber vs Fibremax,15.0,,1.0,2.0,YES,,,,,N,Excluded Cohort Type,https://doi.org/10.1080/19490976.2023.2274127
679,40036959,TanQ_2025,A Randomized Crossover Fiber Intervention Study in Prader-Willi Syndrome: Insights into Metabolic and Microbiota Shifts,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1210/clinem/dgaf142
382,35304897,TaoY_2022,Incomplete degradation products of galactomannan from Sesbania cannabina modulated the cecal microbial community of laying hens,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1093/jas/skac087
50,26235304,TapJ_2015,Gut microbiota richness promotes its stability upon increased dietary fibre intake in healthy adults,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1111/1462-2920.13006
185,31144984,TashiroH_2019,Microbiota Contribute to Obesity-related Increases in the Pulmonary Response to Ozone,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1165/rcmb.2019-0144OC
439,36417462,TatedaT_2022,"Evaluation of metabolic dysfunction-associated fatty liver disease using FibroScan, diet, and microbiota: A large cross-sectional study",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1371/journal.pone.0277930
575,38745230,ThenCK_2024,Dietary fibre supplementation enhances radiotherapy tumour control and alleviates intestinal radiation toxicity,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1186/s40168-024-01804-1
168,30734832,TheouO_2019,Can a Prebiotic Formulation Reduce Frailty Levels in Older People?,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.14283/jfa.2018.39
384,35312171,ThirionF_2022,"Diet Supplementation with NUTRIOSE, a Resistant Dextrin, Increases the Abundance of Parabacteroides distasonis in the Human Gut",,,,,,,,,,,,,N,Poor Sequencing Quality,https://doi.org/10.1002/mnfr.202101091
261,32805028,ThompsonSV_2021,Avocado Consumption Alters Gastrointestinal Bacteria Abundance and Microbial Metabolite Concentrations among Adults with Overweight or Obesity: A Randomized Controlled Trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1093/jn/nxaa219
48,26102221,ThorburnAN_2015,Evidence that asthma is a developmental origin disease influenced by maternal diet and bacterial metabolites,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/ncomms8320
441,36429265,ThrieneK_2022,Assessment of the Gut Microbiota during Juice Fasting with and without Inulin Supplementation: A Feasibility Study in Healthy Volunteers,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.3390/foods11223673
407,35633654,TianR_2022,Overall Structural Alteration of Gut Microbiota and Relationships with Risk Factors in Patients with Metabolic Syndrome Treated with Inulin Alone and with Other Agents: An Open-Label Pilot Study,20,Overweight,Inulin,,,24.0,,,,,,,N,Data Not Available,https://doi.org/10.1155/2022/2078520
502,37489647,TianS_2023,Refined fiber inulin promotes inflammation-associated colon tumorigenesis by modulating microbial succinate production,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1002/cnr2.1863
331,34385825,TianT_2021,Effects of Short-Term Dietary Fiber Intervention on Gut Microbiota in Young Healthy People,12.0,NO,Polyglucan vs Inulin,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.2147/DMSO.S313385
211,31848609,TindallAM_2020,"Walnuts and Vegetable Oils Containing Oleic Acid Differentially Affect the Gut Microbiota and Associations with Cardiovascular Risk Factors: Follow-up of a Randomized, Controlled, Feeding Trial in Adults at Risk for Cardiovascular Disease",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1093/jn/nxz289
130,29889421,TkachenkoEI_2016,FUNCTIONAL FOODS ARE CRITICAL COMPONENTS OF TREATMENT OF METABOLIC DISORDERS IN CELIAC DISEASE,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/
172,30867067,TranTTT_2019,Prebiotic supplementation in frail older people affects specific gut microbiota taxa but not global diversity,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1186/s40168-019-0654-1
576,38809796,TrushinaEN_2024,[Multi-strain probiotic combined with dietary fiber is an effective factor in the nutritional support of immunity in athletes],,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.33029/0042-8833-2024-93-2-19-30
366,35095773,TsaiCY_2022,Gut Microbial Signatures for Glycemic Responses of GLP-1 Receptor Agonists in Type 2 Diabetic Patients: A Pilot Study,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fendo.2021.814770
560,38526814,TsaiCY_2023,Abundance of Prevotella copri in gut microbiota is inversely related to a healthy diet in patients with type 2 diabetes,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.38212/2224-6614.3484
128,29795366,TuomainenM_2018,"Associations of serum indolepropionic acid, a gut microbiota metabolite, with type 2 diabetes and low-grade inflammation in high-risk individuals",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/s41387-018-0046-9
585,38897984,TuratiF_2024,Fiber-type prebiotics and gynecological and breast cancers risk: the PrebiotiCa study,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1093/aje/kwae130
409,35643175,TurpinW_2022,Mediterranean-Like Dietary Pattern Associations With Gut Microbiome Composition and Subclinical Gastrointestinal Inflammation,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1053/j.gastro.2022.05.037
155,30523432,UemuraM_2019,Obesity and mental health improvement following nutritional education focusing on gut microbiota composition in Japanese women: a randomised controlled trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1007/s00394-018-1873-0
224,32103319,UlaszewskaMM_2020,"Two apples a day modulate human:microbiome co-metabolic processing of polyphenols, tyrosine and tryptophan",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1007/s00394-020-02201-8
539,38247399,Unión-CaballeroA_2024,"Metabolome biomarkers linking dietary fibre intake with cardiometabolic effects: results from the Danish Diet, Cancer and Health-Next Generations MAX study",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1039/d3fo04763f
423,36059088,Vaghef-MehrabaniE_2023,Effects of inulin supplementation on inflammatory biomarkers and clinical symptoms of women with obesity and depression on a calorie-restricted diet: a randomised controlled clinical trial,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1017/S000711452200232X
523,37951975,VajdiM_2023,"Effect of inulin supplementation on clinical symptoms, inflammatory and oxidative stress markers in women with migraine: study protocol for a randomized clinical trial",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1186/s13063-023-07765-4
716,40692549,vandenBeltM_2025_2025,Randomised controlled trial: nutritional supplements to relieve irritable bowel syndrome symptoms by targeting the gut microbiota,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1017/jns.2025.10021
630,39378660,vandePutM_2024,Rationale and design of a randomized placebo-controlled nutritional trial embracing a citizen science approach,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.nutres.2024.07.008
84,28213610,VandeputteD_2017,Prebiotic inulin-type fructans induce specific changes in the human gut microbiota,44.0,Constipation,Inulin,12.0,,4.0,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1136/gutjnl-2016-313271
132,29953876,vanderBeekCM_2018,The prebiotic inulin improves substrate metabolism and promotes short-chain fatty acid production in overweight to obese men,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.metabol.2018.06.009
303,33920059,vanderMerweM_2021,"The Impact of a Dried Fruit and Vegetable Supplement and Fiber Rich Shake on Gut and Health Parameters in Female Healthcare Workers: A Placebo-Controlled, Double-Blind, Randomized Clinical Trial",67.0,Overweight women,Dried fruid + vegetable concentrate -> meal replacement shake,,,20.0,2.0,NO,,,Requested,NO,N,Data Not Available,https://doi.org/10.3390/microorganisms9040843
82,28179226,VanegasSM_2017,Substituting whole grains for refined grains in a 6-wk randomized trial has a modest effect on gut microbiota and immune and inflammatory markers of healthy adults,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3945/ajcn.116.146928
204,31636904,VanHeesHMJ_2019,Dietary fibre enrichment of supplemental feed modulates the development of the intestinal tract in suckling piglets,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1186/s40104-019-0386-x
473,37013081,vanHeesHMJ_2022,Supplementing oat hulls to the diet of suckling piglets altered their intestinal tract and colonic microbiota development,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.aninu.2022.10.002
707,40481968,vanIerselLEJ_2025,Characterizing gut microbial dysbiosis and exploring the effect of prebiotic fiber supplementation in patients with COPD,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1007/s00394-025-03733-7
277,33188417,vanTrijpMPH_2021,Minor Changes in the Composition and Function of the Gut Microbiota During a 12-Week Whole Grain Wheat or Refined Wheat Intervention Correlate with Liver Fat in Overweight and Obese Adults,25,Overweight,Whole grain,98.0,,12.0,,,,,,,N,Data Not Available,https://doi.org/10.1093/jn/nxaa312
662,39806493,VartanianM_2025,Investigating the impact of microbiome-changing interventions on food decision-making: MIFOOD study protocol,30.0,Overweight,Inulin,30.0,,26.0,,,,,,,N,Data Not Available,https://doi.org/10.1186/s40795-024-00971-6
43,25490712,VaziriND_2014,"High amylose resistant starch diet ameliorates oxidative stress, inflammation, and progression of chronic kidney disease",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1371/journal.pone.0114881
150,30396006,VelikonjaA_2019,Alterations in gut microbiota composition and metabolic parameters after dietary intervention with barley beta glucans in patients with high risk for metabolic syndrome development,43.0,Metabolic Syndrome,Bread with β-glucans,6.0,,,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.anaerobe.2018.11.002
67,27357127,VenkataramanA_2016,Variable responses of human microbiomes to dietary supplementation with resistant starch,20.0,NO,RS2,24.0,RS2,1.5,1.0,NO,USA,North America,PRJNA306884,YES,Y,16s,https://doi.org/10.1186/s40168-016-0178-x
56,26706023,VetraniC_2016,Effects of whole-grain cereal foods on plasma short chain fatty acid concentrations in individuals with the metabolic syndrome,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.nut.2015.08.006
327,34336953,VijayA_2021,Dietary Interventions Reduce Traditional and Novel Cardiovascular Risk Markers by Altering the Gut Microbiome and Their Metabolites,34.0,NO,Inulin,20.0,,6.0,,,,,,,N,Data Not Available,https://doi.org/10.3389/fcvm.2021.691564
482,37087279,Vily-PetitJ_2023,"Improvement of energy metabolism associated with NUTRIOSE® soluble fiber, a dietary ingredient exhibiting prebiotic properties, requires intestinal gluconeogenesis",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.foodres.2023.112723
717,40692676,VirgiliJ_2025_2025,The effects of inorganic nitrate and inulin co-ingestion on circulating metabolites and blood pressure in young adults: a pilot double-blind randomised crossover trial,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1017/gmb.2025.10008
146,30266729,VitalM_2018,Metagenomic Insights into the Degradation of Resistant Starch by Human Gut Microbiota,12.0,NO,RS2,48.0,RS2,,2.0,YES,USA,North America,PRJEB25954,YES,Y,Shotgun,https://doi.org/10.1128/aem.01562-18
106,28954842,VuholmS_2017,Whole-Grain Rye and Wheat Affect Some Markers of Gut Health without Altering the Fecal Microbiota in Healthy Overweight Adults: A 6-Week Randomized Trial,70.0,Overweight,Whole grain,,,6,,,,,,,N,Data Not Available,https://doi.org/10.3945/jn.117.250647
504,37587110,WalshLH_2023,"Comparison of the relative impacts of acute consumption of an inulin-enriched diet, milk kefir or a commercial probiotic product on the human gut microbiome and metabolome",29.0,NO,High inulin diet,7.0,Fructans,4.0,3.0,NO,UK,Europe,PRJEB26842,YES,Y,Shotgun,https://doi.org/10.1038/s41538-023-00216-z
21,23645316,WalterJ_2013,Holobiont nutrition: considering the role of the gastrointestinal microbiota in the health benefits of whole grains,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.4161/gmic.24707
347,34747479,WangDD_2022,The Gut Microbiome Modifies the Association Between a Mediterranean Diet and Diabetes in USA Hispanic/ Latino Population,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1210/clinem/dgab815
247,32593968,WangH_2020,Soluble dietary fiber protects intestinal mucosal barrier by improving intestinal flora in a murine model of sepsis,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.biopha.2020.110343
595,39010853,WangH_2024,"Effects of fucoidan and synbiotics supplementation during bismuth quadruple therapy of Helicobacter pylori infection on gut microbial homeostasis: an open-label, randomized clinical trial",,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.3389/fnut.2024.1407736
75,27796317,WangJJ_2016,Sex differences in colonization of gut microbiota from a man with short-term vegetarian and inulin-supplemented diet in germ-free mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1038/srep36137
605,39117122,WangK_2024,An Empirical Dietary Pattern Associated With the Gut Microbial Features in Relation to Colorectal Cancer Risk,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1053/j.gastro.2024.07.040
